transaction_id,user_id,product_id,quantity,unit_price,total_amount,discount_applied,final_amount,payment_method,transaction_date,delivery_address,order_status,shipping_cost,delivery_date
txn_d50036a6,user_00997,prod_00404,3,258.8,776.4,46.73,729.67,e_wallet,2026-03-10 09:51:30,"Depok, Indonesia",processing,13.7,2026-03-13
txn_ce5f6c3e,user_00834,prod_00195,1,1099.98,1099.98,45.31,1054.67,e_wallet,2026-02-20 09:51:30,"Bekasi, Indonesia",pending,12.43,2026-02-24
txn_a36a7e22,user_00523,prod_00279,3,1172.79,3518.37,676.71,2841.66,credit_card,2026-02-19 09:51:30,"Semarang, Indonesia",completed,26.62,2026-02-23
txn_9b834d57,user_00407,prod_00203,2,635.74,1271.48,134.5,1136.98,credit_card,2026-01-30 09:51:30,"Tangerang, Indonesia",pending,27.68,2026-02-05
txn_340e26c0,user_00806,prod_00499,3,1014.01,3042.03,591.04,2450.99,debit_card,2026-02-23 09:51:30,"Bandung, Indonesia",completed,14.23,2026-02-28
txn_4ee17e49,user_00444,prod_00429,1,760.41,760.41,104.24,656.17,e_wallet,2026-02-19 09:51:30,"Depok, Indonesia",pending,14.3,2026-02-23
txn_1bb79151,user_00161,prod_00240,3,1395.57,4186.71,564.07,3622.64,debit_card,2026-01-11 09:51:30,"Palembang, Indonesia",completed,19.75,2026-01-13
txn_d4cc798c,user_00299,prod_00002,1,713.89,713.89,129.85,584.04,credit_card,2026-03-25 09:51:30,"Tangerang, Indonesia",processing,17.96,2026-03-31
txn_0066e937,user_00500,prod_00315,2,920.39,1840.78,308.4,1532.38,credit_card,2026-01-12 09:51:30,"Bekasi, Indonesia",completed,15.0,2026-01-14
txn_2bc97b1b,user_00876,prod_00140,1,1016.36,1016.36,83.7,932.66,credit_card,2026-01-13 09:51:30,"Palembang, Indonesia",completed,14.56,2026-01-19
txn_e26e3fd0,user_00062,prod_00074,3,380.98,1142.94,107.02,1035.92,bank_transfer,2026-01-26 09:51:30,"Makassar, Indonesia",pending,12.31,2026-02-01
txn_0bf68a4a,user_00405,prod_00497,3,109.84,329.52,1.34,328.18,credit_card,2026-02-23 09:51:30,"Depok, Indonesia",completed,26.86,2026-03-01
txn_eb1ff7de,user_00974,prod_00207,3,1863.64,5590.92,89.36,5501.56,e_wallet,2026-02-06 09:51:30,"Bekasi, Indonesia",pending,11.4,2026-02-12
txn_7dc8cb0b,user_00498,prod_00260,1,1034.64,1034.64,35.1,999.54,bank_transfer,2026-02-20 09:51:30,"Bandung, Indonesia",pending,26.25,2026-02-24
txn_43e42665,user_00961,prod_00070,2,1476.11,2952.22,37.63,2914.59,e_wallet,2026-01-24 09:51:30,"Bekasi, Indonesia",completed,11.38,2026-01-29
txn_5f242210,user_00345,prod_00251,2,837.27,1674.54,244.99,1429.55,credit_card,2026-03-18 09:51:30,"Surabaya, Indonesia",completed,22.1,2026-03-22
txn_3316b347,user_00487,prod_00325,2,969.46,1938.92,287.72,1651.2,e_wallet,2026-01-14 09:51:30,"Bandung, Indonesia",processing,20.54,2026-01-16
txn_bd1014fb,user_00407,prod_00415,1,1455.39,1455.39,188.46,1266.93,e_wallet,2026-02-14 09:51:30,"Tangerang, Indonesia",pending,11.54,2026-02-17
txn_e343e0c5,user_00359,prod_00119,1,480.47,480.47,57.76,422.71,credit_card,2026-03-13 09:51:30,"Bandung, Indonesia",completed,22.09,2026-03-20
txn_1e585153,user_00071,prod_00444,3,1029.61,3088.83,399.19,2689.64,debit_card,2026-02-14 09:51:30,"Medan, Indonesia",pending,17.34,2026-02-20
txn_a767d091,user_00817,prod_00278,2,652.03,1304.06,63.17,1240.89,bank_transfer,2026-03-23 09:51:30,"Depok, Indonesia",pending,25.45,2026-03-28
txn_284f58cd,user_00885,prod_00375,1,368.06,368.06,53.76,314.3,bank_transfer,2026-03-25 09:51:30,"Surabaya, Indonesia",completed,27.91,2026-04-01
txn_b8cf099e,user_00667,prod_00434,1,203.07,203.07,23.22,179.85,bank_transfer,2026-02-11 09:51:30,"Depok, Indonesia",completed,18.88,2026-02-16
txn_a2081333,user_00051,prod_00474,3,166.86,500.58,93.09,407.49,credit_card,2026-03-25 09:51:30,"Depok, Indonesia",processing,24.03,2026-04-01
txn_9060c87e,user_00560,prod_00431,2,490.23,980.46,172.08,808.38,debit_card,2026-01-24 09:51:30,"Palembang, Indonesia",processing,15.74,2026-01-26
txn_4eb243e2,user_00330,prod_00283,1,1141.64,1141.64,202.07,939.57,debit_card,2026-03-08 09:51:30,"Jakarta, Indonesia",completed,10.18,2026-03-15
txn_c1e8627b,user_00978,prod_00270,2,1336.19,2672.38,482.15,2190.23,bank_transfer,2026-03-09 09:51:30,"Semarang, Indonesia",processing,18.45,2026-03-11
txn_0c09b909,user_00590,prod_00210,2,766.32,1532.64,44.75,1487.89,bank_transfer,2026-02-04 09:51:30,"Jakarta, Indonesia",completed,13.14,2026-02-06
txn_863d5406,user_00785,prod_00069,1,43.48,43.48,1.77,41.71,bank_transfer,2026-01-05 09:51:30,"Makassar, Indonesia",completed,18.71,2026-01-09
txn_bc082f6b,user_00702,prod_00173,1,804.57,804.57,41.91,762.66,debit_card,2026-03-19 09:51:30,"Bandung, Indonesia",completed,10.62,2026-03-26
txn_7a10a8db,user_00313,prod_00238,2,148.1,296.2,36.55,259.65,debit_card,2026-02-18 09:51:30,"Makassar, Indonesia",pending,15.08,2026-02-20
txn_408bae36,user_00253,prod_00084,1,1584.23,1584.23,14.95,1569.28,debit_card,2026-03-21 09:51:30,"Palembang, Indonesia",pending,29.21,2026-03-27
txn_3e7762c7,user_00154,prod_00078,1,733.29,733.29,114.71,618.58,debit_card,2026-02-14 09:51:30,"Semarang, Indonesia",processing,15.44,2026-02-18
txn_2727790b,user_00186,prod_00360,2,1726.0,3452.0,264.9,3187.1,debit_card,2026-01-06 09:51:30,"Bandung, Indonesia",completed,21.87,2026-01-13
txn_07d81604,user_00282,prod_00242,1,1008.12,1008.12,76.39,931.73,e_wallet,2026-01-10 09:51:30,"Medan, Indonesia",completed,28.64,2026-01-14
txn_cd9ad612,user_00756,prod_00079,3,736.15,2208.45,119.59,2088.86,bank_transfer,2026-01-08 09:51:30,"Medan, Indonesia",processing,26.77,2026-01-12
txn_074156f7,user_00561,prod_00339,2,718.08,1436.16,117.2,1318.96,e_wallet,2026-01-28 09:51:30,"Makassar, Indonesia",completed,16.63,2026-01-30
txn_9ddbac79,user_00903,prod_00022,2,1105.39,2210.78,293.18,1917.6,debit_card,2026-01-24 09:51:30,"Surabaya, Indonesia",pending,29.65,2026-01-26
txn_9b8150b4,user_00787,prod_00386,1,1629.35,1629.35,171.32,1458.03,debit_card,2026-03-07 09:51:30,"Medan, Indonesia",completed,28.24,2026-03-11
txn_22289a81,user_00998,prod_00032,2,1295.9,2591.8,171.93,2419.87,credit_card,2026-02-16 09:51:30,"Bekasi, Indonesia",processing,16.2,2026-02-23
txn_4110c3c7,user_00116,prod_00115,1,1496.81,1496.81,244.81,1252.0,debit_card,2026-04-01 09:51:30,"Jakarta, Indonesia",completed,13.92,2026-04-06
txn_18e18b80,user_00838,prod_00414,3,773.72,2321.16,317.67,2003.49,e_wallet,2026-04-02 09:51:30,"Tangerang, Indonesia",completed,29.83,2026-04-04
txn_26d781d5,user_00704,prod_00202,1,806.9,806.9,0.59,806.31,e_wallet,2026-03-08 09:51:30,"Bekasi, Indonesia",processing,20.61,2026-03-14
txn_c77a0d4f,user_00956,prod_00133,2,359.46,718.92,68.16,650.76,credit_card,2026-02-14 09:51:30,"Jakarta, Indonesia",pending,28.77,2026-02-21
txn_b5dcd142,user_00351,prod_00441,2,1034.9,2069.8,344.01,1725.79,bank_transfer,2026-03-20 09:51:30,"Jakarta, Indonesia",completed,12.69,2026-03-27
txn_d2c80042,user_00802,prod_00254,1,1288.26,1288.26,215.16,1073.1,credit_card,2026-03-29 09:51:30,"Bekasi, Indonesia",processing,21.65,2026-04-05
txn_a472787f,user_00926,prod_00250,3,1331.8,3995.4,484.97,3510.43,debit_card,2026-01-11 09:51:30,"Bekasi, Indonesia",processing,21.28,2026-01-17
txn_73cb2b0d,user_00413,prod_00199,2,1177.08,2354.16,452.04,1902.12,debit_card,2026-03-23 09:51:30,"Bandung, Indonesia",completed,22.39,2026-03-26
txn_ac822eb1,user_00788,prod_00283,2,1141.64,2283.28,216.32,2066.96,debit_card,2026-01-08 09:51:30,"Makassar, Indonesia",pending,24.5,2026-01-12
txn_4b705e95,user_00799,prod_00044,1,101.72,101.72,15.74,85.98,bank_transfer,2026-01-30 09:51:30,"Bekasi, Indonesia",completed,17.2,2026-02-04
txn_e53a6801,user_00341,prod_00092,3,728.97,2186.91,124.97,2061.94,credit_card,2026-01-21 09:51:30,"Bandung, Indonesia",cancelled,16.38,2026-01-23
txn_5b8dae9b,user_00372,prod_00213,1,1270.95,1270.95,9.06,1261.89,e_wallet,2026-03-15 09:51:30,"Medan, Indonesia",completed,19.19,2026-03-17
txn_75c0f5cc,user_00511,prod_00435,1,1335.42,1335.42,69.74,1265.68,e_wallet,2026-02-16 09:51:30,"Medan, Indonesia",processing,14.7,2026-02-23
txn_1cb3c1ae,user_00026,prod_00320,3,835.58,2506.74,349.56,2157.18,e_wallet,2026-01-21 09:51:30,"Depok, Indonesia",completed,24.08,2026-01-24
txn_cda71ab1,user_00466,prod_00294,1,1575.89,1575.89,254.73,1321.16,debit_card,2026-03-29 09:51:30,"Semarang, Indonesia",pending,27.1,2026-04-04
txn_6fabbcc9,user_00461,prod_00225,2,699.63,1399.26,238.34,1160.92,credit_card,2026-01-27 09:51:30,"Palembang, Indonesia",processing,28.95,2026-02-02
txn_f49a9984,user_00166,prod_00224,2,964.47,1928.94,275.63,1653.31,bank_transfer,2026-03-02 09:51:30,"Bekasi, Indonesia",pending,25.94,2026-03-09
txn_c7e206a4,user_00538,prod_00248,1,347.8,347.8,25.95,321.85,credit_card,2026-01-13 09:51:30,"Tangerang, Indonesia",completed,25.74,2026-01-20
txn_d72a386d,user_00592,prod_00193,2,746.55,1493.1,135.08,1358.02,debit_card,2026-01-23 09:51:30,"Bekasi, Indonesia",pending,28.83,2026-01-26
txn_dbd5b692,user_00947,prod_00043,1,1310.24,1310.24,184.13,1126.11,bank_transfer,2026-02-21 09:51:30,"Semarang, Indonesia",completed,11.8,2026-02-25
txn_32f40977,user_00801,prod_00389,2,1014.75,2029.5,58.41,1971.09,debit_card,2026-03-16 09:51:30,"Bekasi, Indonesia",pending,11.21,2026-03-22
txn_117d063c,user_00988,prod_00072,3,1435.8,4307.4,710.99,3596.41,credit_card,2026-02-17 09:51:30,"Jakarta, Indonesia",pending,15.45,2026-02-20
txn_aff48cc6,user_00022,prod_00493,2,1084.21,2168.42,239.54,1928.88,credit_card,2026-02-24 09:51:30,"Tangerang, Indonesia",processing,11.57,2026-03-02
txn_caa68fa3,user_00638,prod_00171,2,1437.12,2874.24,442.63,2431.61,bank_transfer,2026-01-25 09:51:30,"Bandung, Indonesia",processing,12.87,2026-01-31
txn_1e45a4fe,user_00815,prod_00031,2,115.42,230.84,22.14,208.7,credit_card,2026-01-13 09:51:30,"Bekasi, Indonesia",pending,24.14,2026-01-20
txn_bf539e25,user_00979,prod_00427,1,441.8,441.8,58.42,383.38,e_wallet,2026-01-11 09:51:30,"Surabaya, Indonesia",cancelled,23.95,2026-01-13
txn_84be207e,user_00637,prod_00134,2,1467.6,2935.2,231.27,2703.93,debit_card,2026-02-09 09:51:30,"Tangerang, Indonesia",pending,22.9,2026-02-16
txn_aa5c0a13,user_00289,prod_00053,3,809.55,2428.65,23.57,2405.08,debit_card,2026-03-04 09:51:30,"Palembang, Indonesia",completed,14.86,2026-03-09
txn_a4671a29,user_00985,prod_00451,1,706.23,706.23,15.9,690.33,debit_card,2026-03-08 09:51:30,"Bandung, Indonesia",pending,19.72,2026-03-10
txn_eee7842e,user_00301,prod_00220,1,348.33,348.33,67.93,280.4,bank_transfer,2026-01-13 09:51:30,"Surabaya, Indonesia",cancelled,25.97,2026-01-16
txn_908fe25b,user_00274,prod_00340,2,1294.11,2588.22,44.47,2543.75,credit_card,2026-02-07 09:51:30,"Bandung, Indonesia",cancelled,23.03,2026-02-14
txn_fa15ad53,user_00778,prod_00425,2,1026.07,2052.14,400.18,1651.96,e_wallet,2026-02-17 09:51:30,"Depok, Indonesia",completed,12.84,2026-02-23
txn_93d948df,user_00188,prod_00072,2,1435.8,2871.6,543.07,2328.53,e_wallet,2026-02-06 09:51:30,"Palembang, Indonesia",pending,11.72,2026-02-10
txn_5a3625d6,user_00477,prod_00352,1,1143.38,1143.38,83.45,1059.93,bank_transfer,2026-01-18 09:51:30,"Surabaya, Indonesia",processing,25.19,2026-01-21
